Name,Description,Specs,Features,Category,Image,Images,Brochure,Brochures
F3400D - F4400D Series,VHF UHF Digital Handheld Transceiver,"<ul><li>Frequencies:136-174, 380-470, 450-512MHz</li><li>Output Power:5W</li><li>Channels:32 channels w/2 zones(F3400D),1024 channels w/128 zones(F3400DS/DT)</li><li>Channel Spacing:12.5 & 6.25kHz</li><li>Mil Spec:C, D, E, F, G</li><li>Weight:6.4oz (main unit without battery pack and antenna)</li><li>Waterproof Rating:IP68</li><li>Versions:With full keypad</li><li>With simple keypad</li><li>Without LCD and front keypad</li></ul>","<ul><li>General Features</li><li>Basic LTR® / Conventional / IDAS</li><li>GPS built-in</li><li>Bluetooth™ built-in</li><li>Intuitive user interface</li><li>High-resolution color LCD</li><li>Digital voice recorder – record up to 500 hours with 32GB microSD card</li><li>Man down, motion detection, stationary detection, lone worker and power OFF emergency</li><li>AquaQuake™</li><li>Audio equalizer*Digital Features</li><li>IDAS™ conventionalIDAS single-site and multi-site Type D trunking (optional upgrade)</li><li>IDAS single-site and multi-site Type C trunking (optional upgrade)*Voting mode scanning</li><li>NXDN® Digital Air Interface</li><li>AMBE+2™ VOCODER</li><li>Individual & group selective call</li><li>Strongest site search</li><li>Over-the-Air Programming (requires software & license)*<br>COMES WITH</li><li>Battery Pack (BP-283)</li><li>Belt clip (MB-133)</li><li>Antenna & charger purchased separately</li><li>Owner’s manual</li><li>Warranty: 3 years</li><li>ANALOG SIGNALING</li><li>2-tone, 5-tone, CTCSS and DTCS built-in</li><li>DTMF autodial and DTMF decode</li><li>MDC1200 compatible</li><li>ENCRYPTION</li><li>AES/DES UT-134</li><li>Over-the-Air Rekeying (requires license)*</li><li>*Future Availability</li></ul>",Portables,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F3400D.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F3400DS.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F3400DT.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F4400D.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F4400DS.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F4400DT.jpg']",Yes,https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F3400D+-+F4400D+Series/F3400D.pdf'
F52D - F62D Series,Analog & IDAS Digital Compact Waterproof Portables,"<ul><li>Frequencies:136-174, 380-470, 450-512MHz</li><li>Output Power:5W</li><li>Channels:512 w/128 zones</li><li>Display:14 character full dot-matrix w/status icons</li><li>Mil Spec:C, D, E, F & G</li><li>Scan:Normal, priority & dual priority</li><li>Waterproof Rating:IP67</li><li>Weight:8.1oz</li></ul>","<ul><li>Voice recording/playback (up to 8 minutes)</li><li>Programmable vibration alert</li><li>Bluetooth™ built-in</li><li>Voice announcement (channel number and zone)</li><li>Backlit LCD and buttons</li><li>20-position rotary selector and ON/OFF volume knob</li><li>Emergency key</li><li>Man down function</li><li>Lone worker function</li><li>IDAS <ul><li>IDAS™ conventional</li><li>IDAS™ single-site and multi-site TYPE-D trunking option</li><li>AMBE+2™ vocoder</li><li>Analog/digital mixed operation</li><li>Over-the-Air Programming with manager software</li><li>Over-the-Air Alias (OAA) sends own name with a call</li><li>Over-the-Air Update (OTAU) changes the repeater channel data and site code over the air (Type-D trunking)</li><li>Individual, group call</li><li>Status call and polling</li><li>Short data message</li><li>Transparent data mode<br>COMES WITH</li><li>Battery (BP-290)</li><li>Belt Clip (MMB-3)</li><li>Owner’s manual</li><li>Warranty: 3-Year</li><li>Analog Signaling</li><li>2-tone, CTCSS, DTCS tone</li><li>MDC functions</li><li>DTMF autodial</li><li>ENCRYPTION</li><li>Digital voice scrambler (low level encryption)</li><li>Analog voice scrambler (inversion)</li></ul>",Portables,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F52D+-+F62D+Series/F52D.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F52D+-+F62D+Series/F62D.jpg']",Yes,https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F52D+-+F62D+Series/F52D_F62D.pdf'
F70 - F80 - F70D - F80D Series,"High End Analog, P25 Conventional, I.S. and FIPS Portables","<ul><li>Frequencies:136-174, 380-450, 400-470, 450-512MHz</li><li>Output Power:4W (UHF); 5W (VHF)</li><li>Channels:256 with 32 zones</li><li>Channel Spacing:12.5kHz</li><li>LCD Display:Full dot matrix, switchable 1 line 12 character or 2 line 24 character</li><li>Programmable Keys:8</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li><li>Waterproof Rating:IPX7 submersible</li><li>Weight:14.1oz (with BP-253)</li><li>15.9oz (with BP-254)</li><li>Intrinsically Safe:Yes on specific versions</li><li>Versions:Analog only (upgradeable to P25)</li><li>P25 ready (D versions)</li><li>P25 ready with FIPS</li></ul>","<ul><li>Tactical group function</li><li>Mixed mode operation</li><li>Radio stun/kill function (analog only) and Power on password</li><li>Built-in audio compander (analog only)</li><li>Unit Down: UT-124</li><li>2 Step power saver</li><li>Busy, repeater lockout functions</li><li>Selective call / individual call using</li><li>Unit ID & talkgroup ID</li><li>SIGNALING</li><li>CTCSS / DTCS encode & decode</li><li>2-Tone, 5-Tone</li><li>Up to 10 2-tone codes can be decoded on a channel</li><li>Up to 8 5-tone codes can be decoded on a channel</li><li>Programmable items for codes: Beep sound, Answer back, Scan, Bell icon, Radio stun/killDTMF</li><li>MDC1200</li><li>PTT I/Caller ID, selective call, radio check, call alert</li><li>Emergency, emergency mic monitoringStun/revive, call log, status/message</li><li>500 aliases<br>COMES WITH</li><li>Antenna (FA-SC55V or FA-SC57U)</li><li>Battery</li><li>P25/analog (BP-253)</li><li>FIPS versions (BP-254)</li><li>Belt Clip (MB-94)</li><li>Owner’s manual</li><li>Warranty: 2-Year (F70/F80)</li><li>3-Year (F70D/80D)</li><li>ENCRYPTION</li><li>Analog Only:</li><li>Simple Inversion: UT-109 32 Codes</li><li>Rolling Code: UT-110 1020 Codes</li><li></li><li>Digital Only:</li><li>AES & DES upgrade options</li></ul>",Portables,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F70+-+F80+-+F70D+-+F80D+Series/F70S.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F70+-+F80+-+F70D+-+F80D+Series/F70T.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F70+-+F80+-+F70D+-+F80D+Series/F80S.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F70+-+F80+-+F70D+-+F80D+Series/F80T.jpg']",Yes,https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F70+-+F80+-+F70D+-+F80D+Series/F70.pdf'
F7010 - F7020 Series,P25 Conventional & Analog Portables,"<ul><li>Frequencies:136-174, 380-470, 450-512MHz</li><li>Output Power:5W</li><li>Channels:1024 w/128 zones</li><li>Display:High resolution color LCD</li><li>Mil Spec:C, D, E, F & G</li><li>Waterproof Rating:IP68</li><li>Weight:12.5oz</li></ul>","<ul><li>General Features:</li><li>GPS built-in</li><li>Bluetooth™ built-in</li><li>Intuitive user interface</li><li>Digital voice recorder – record up to 500 hours with 32GB microSD card</li><li>Man down, motion detection, stationary detection, lone worker, and power OFF emergency</li><li>AquaQuake™</li><li>Audio equalizer</li><li>Day and night mode display settingsP25 Digital Features:</li><li>P25 conventional</li><li>P25 Phase 1 trunking option</li><li>P25 Phase 2 trunking option</li><li>P25 vote scan option</li><li>Analog/digital mixed operation</li><li>Individual, group call</li><li>Unit ID and talkgroup display on receive</li><li>Status call and polling</li><li>Short data message (up to 100 characters)Page call</li><li>Phone number list</li><li>Call log<br>COMES WITH</li><li>Battery (BP-284)</li><li>Belt Clip (MB-133)</li><li>Owner’s manual</li><li>Warranty: 3 years</li><li>ENCRYPTION</li><li>AES/DES: UT-134 + license key</li><li>FIPS AES: UT-125 FIPS-2 + license key</li><li>SIGNALING</li><li>2-tone, CTCSS, DTCS tone</li><li>MDC functions</li><li>DTMF autodial</li></ul>",Portables,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F7010+-+F7020+Series/F7010S.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F7010+-+F7020+Series/F7010T.jpg']",Yes,https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F7010+-+F7020+Series/F7010.pdf'
F9011 - F9021 Series,P25 Digital & Analog Portables,"<ul><li>Frequencies:136-174, 380-470, 450-520MHz</li><li>Output Power:6W (VHF); 5W (UHF)</li><li>Channels:512 / 128 zones</li><li>Channel Spacing:15 / 30kHz (analog) 12.5kHz (digital)</li><li>Display:Dot matrix with backlighting</li><li>Programmable Keys:12 buttons, 1 toggle, 1 3-position switch</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li><li>Waterproof Rating:IP57 submersible</li><li>Weight:1.17lb (with BP-254)</li><li>Versions:No display, no keypad</li><li>Display, no DTMF keypad</li><li>Display, full DTMF keypad</li></ul>","<ul><li>General Features:</li><li>100 individual ID and 250 talkgroup ID memories</li><li>4-way navigational cross keypad (S & T versions)</li><li>Encryption toggle</li><li>3-position zone select switch</li><li>Tactical group function</li><li>Scan settings – dual priority, mode dependent, talk back and more</li><li>Man down option</li><li>14 pin accessory connector with programmable key assign</li><li>Built-in audio compander (analog only)</li><li>P25 Digital Features:</li><li>P25 digital conventional</li><li>P25 digital trunking option</li><li>DVSI’s AMBE+2™ vocoder</li><li>Digital/analog mixed mode operation</li><li>P25 OTAR optionCompliant Standards:</li><li>TIA/EIA TSB 102. CAAB compliant</li><li>NTIA VHF specification compliant</li><li>FIPS 140-2 (level 1) certified AES encryption<br>COMES WITH</li><li>Antenna</li><li>136-174: FA-S65V</li><li>380-470: FA-S30U</li><li>450-520: FA-S75UBattery (BP-254)</li><li>Belt Clip (MB-115)</li><li>Owner’s manual</li><li>Warranty: 3 years</li><li>ENCRYPTION</li><li>DES: UT-128</li><li>AES/DES: UT-125</li><li>AES FIPS: UT-125 FIPS</li><li>SIGNALING</li><li>CTCSS / DCS encode & decode (analog only)</li><li>2 Tone endocer and decoder (analog only)</li><li>DTMF autiodial (analog only)</li><li>MDC1200 (analog only)</li></ul>",Portables,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/f9011B.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/F9011S.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/F9011T.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/F9021B.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/F9021S.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/F9021T.jpg']",Yes,https://icom-radio-images.s3.us-east-2.amazonaws.com/Portables/F9011+-+F9021+Series/F9011_F9021.pdf'
CY5000 - CY6000 Repeaters,All In One IDAS™ Digital & Analog Repeater,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W at 50% duty cycle</li><li>25W at 100% duty cycle</li><li>Channels:32</li><li>Channel Spacing:6.25 (digital) / 12.5kHz</li><li>Height: 3 RU</li><li>Versions:Repeater only</li><li>Repeater With Duplexer</li><li>Repeater With Pre-Selector</li><li>Repeater With Duplexer &</li><li>Pre-Selector</li></ul>","<ul><li>Built-in power supply: 13.8V in or 110V AC in or 220V AC in</li><li>Built-in battery backup & charging capable</li><li>Built-in heavy duty A/C EMI filtering</li><li>3 RU tall - built-in rack handles</li><li>19” standard rack or cabinet mounting</li><li>Powder-coated steel chassis N style bulkhead connectors built-in grounding stud</li><li>Max air cross flow: 80 CFM for excellent ventilation</li><li>DB-25 rear connector interface for external equipment</li><li>DC terminal strip for easy BBU connection</li><li>3 ethernet connections for IP / remote management / trunking</li><li>Digital Features:</li><li>IDAS Trunking-single or multisite (UC-FR5000 & CFFR5000)</li><li>Receives analog and digital signals on a single channel</li><li>NXDN® Digital Air Interface</li><li>Strongest site search</li><li>Firmware upgrade over IP</li><li>Configuration over IP<br>SIGNALING</li><li>Digital RAN Code decode</li><li>5-tone & DTMF Encode/Decode (analog)</li><li>CTCSS</li><li>ENCRYPTION</li><li>Simple Inversion: UT-109R 32 Codes</li><li>Rolling Code: UT-110R 1020 Codes</li><li>IDAS digital mode, 15-bit encryption key provides over</li><li>32K codes<br>WARRANTY</li><li>1-Year</li></ul>",Icom America Systems,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/IcomAmericaSystems/CY5000+-+CY6000+Repeaters/CY5000_CY6000.jpg'],No,
F5011 - F6011 Series,Basic Analog Mobiles,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:8 with 2 zones</li><li>Channel Spacing:12.5kHz</li><li>Programmable Keys:4</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li></ul>","<ul><li>Priority scan function allows you to monitor one or two priority channels while scanning other non-priority channels</li><li>Tx channel and talk back functions allow you to make a quick response while scanning</li><li>4W speaker</li><li>Microphone hanger action programmable</li><li>Time out timer, lock-out penalty timer</li><li>Talk around function</li><li>Power-on password</li><li>Nuisance delete function</li><li>SIGNALING</li><li>CTCSS / DCS Encode/Decode</li><li>DTMF Encode</li><li>2/5 Tone</li><li>Up to 10 2-tone codes can be decoded on a channel</li><li>Up to 8 5-tone codes can be decoded on a channelMDC1200</li><li>PTT ID(Tx)</li><li>Emergency call (Tx)</li><li>Radio check (Rx)</li><li>Stun/revive (Rx)DTMF decode & autodial: UT-108R<br>COMES WITH</li><li>Microphone (HM-152)</li><li>Mounting bracket (F121 MMB)</li><li>Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 2 years</li><li>ENCRYPTION</li><li>Simple Inversion: UT-109R 32 Codes</li><li>Rolling Code: UT-110R 1020 Codes</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5011+-+F6011+Series/F5011.jpg'],No,
F5021 - F6021 Series,Advanced Analog Mobiles,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:128 channels, 8 zones</li><li>Channel Spacing:12.5 kHz</li><li>Display:LCD with 8 character alphanumeric</li><li>Programmable Keys:6</li><li>Mil Spec:810 C, D, E, F</li><li>Scan:Normal & priority</li></ul>","<ul><li>External memory channel control w/ optional ACC cable</li><li>Tx channel setting & talk back function</li><li>Radio kill, stun, revive</li><li>Embedded ESN</li><li>Mode dependent scan</li><li>Lone worker function</li><li>Power-on password</li><li>Nuisance delete function</li><li>SIGNALING</li><li>CTCSS / DCS Encode/Decode</li><li>2/5 Tone Encode/Decode</li><li>Up to 10 2-tone codes can be decoded on a channel</li><li>Up to 8 5-tone codes can be decoded on a channel</li><li>Programmable items for codes: Beep sound, Answer back, Scan, Bell icon, Radio stun/killMDC1200</li><li>PTT ID (Tx/Rx)</li><li>Radio stun (Rx)</li><li>Emergency TX/RX</li><li>Radio check (Rx)</li><li>Radio revive (Rx)</li><li>5 alias tableDTMF Encode</li><li>DTMF Decode (UT-108R)<br>COMES WITH</li><li>Microphone (HM-152)</li><li>Mounting bracket</li><li>Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 2 years</li><li>ENCRYPTION</li><li>Simple Inversion: UT-109R 32 Codes</li><li>Rolling Code: UT-110R 1020 Codes</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5021+-+F6021+Series/F5021.jpg'],No,
F5061 - F6061 & F5061D - F6061D Series,"Analog, LTR, or IDAS™Digital Mobiles","<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:512 channels, 128 zones</li><li>Channel Spacing:12.5kHz, 6.25kHz (D versions)</li><li>LCD Display:Dot matrix, switchable 1 line 12 character or 2 line 24 character</li><li>Programmable Keys:7</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li></ul>","<ul><li>General Features</li><li>Basic LTR, Analog, Digital mixed mode</li><li>Detachable front panel (req. separation kit)</li><li>D-Sub accessory connector</li><li>8 DTMF autodial memories & ANI functions</li><li>Power ON password</li><li>Radio stun/kill</li><li>Surveillance function (temp. turns LEDs off)</li><li>Busy repeater lock out functionDigital Features:</li><li>IDAS™ conventionalIDAS multi-site and single-site trunking and IDAS multi-site conventionalVoting mode scanning</li><li>NXDN® Digital Air Interface</li><li>Short & long data messages</li><li>64 Radio Access Numbers (RAN)</li><li>Individual & group selective call</li><li>Strongest site search</li><li>Firmware upgrade over IP</li><li>Configuration over IP</li><li>SIGNALING</li><li>CTCSS/DCS encode/decode</li><li>2/5 Tone</li><li>DTMF</li><li>ANI with 2/5 tone & DTMF</li><li>MDC1200</li><li>ENCRYPTION</li><li>Simple Inversion: UT-109R 32 Codes</li><li>Rolling Code: UT-110R 1020 Codes<br>COMES WITH</li><li>Microphone (HM-148G)</li><li>Mounting bracket</li><li>Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 3 years</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5061+-+F6061+&+F5061D+-+F6061D+Series/F5061.jpg'],No,
F5121D - F6121D Series,IDAS™ Mobiles,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:128 with 8 zones</li><li>Channel Spacing:12.5kHz; 6.25kHz Digital</li><li>LCD Display:8 Character alphanumeric LCD with backlit or night time operation</li><li>Programmable Keys:7</li><li>Mil Spec:810 C, D, E, F</li><li>Scan:Normal, priority & dual priority</li></ul>","<ul><li>General Features:</li><li>Lone worker function</li><li>Power-on password function</li><li>Time out timer</li><li>Mic hanger action programmableDigital Features:</li><li>IDAS™ conventional</li><li>IDAS™ single-site trunking</li><li>Digital / Analog mixed mode operation</li><li>NXDN® Digital Air Interface</li><li>AMBE+2™ VOCODER</li><li>64 Radio Access Numbers (RAN)</li><li>GPS receiver connection w/ optional OPC-2078 ACC cable</li><li>Programmable features:</li><li>PTT ID</li><li>RAN (radio access number)</li><li>Individual/talkgroup list (max 500)</li><li>SDM (short data message)</li><li>Remote monitor (Rx)</li><li>Digital voice scrambler</li><li>Call alert, stun/kill/revive (Rx), Emergency</li><li>Status, Radio check (Rx)<br>COMES WITH</li><li>Microphone (HM-152)</li><li>Mounting bracket kit</li><li>DC Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 2 years</li><li>SIGNALING</li><li>2/5 Tone in analog mode</li><li>CTCSS/DTCS encoder/decoder (analog only)</li><li>DTMF Encode</li><li>DTMF Decode: UT-108R</li><li>MDC1200</li><li>PTT ID</li><li>Emergency</li><li>Radio check (Rx)</li><li>Stun/revive (Rx)</li><li>500 alias table</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5121D+-+F6121D+Series/F5121D.jpg'],No,
