Name,Description,Specs,Features,Category,Image,Images,Brochure,Brochures
F5220D - F6220D Series,IDAS Trunking Mobiles,"<ul><li>Frequencies:136-174, 400-470, 450-512</li><li>Output Power:50W (VHF); 45W (UHF)</li><li>Channels:128 with 8 zones</li><li>Channel Spacing:15 / 12.5 / 6.25kHz</li><li>Mil Spec:MIL 810</li><li>Scan:Priority/Vote/Roaming</li><li>Weight:2.4lb</li></ul>","<ul><li>General Features:</li><li>Channel announcementCTCSS/DTCS encoder/decoder</li><li>Microphone hanger action programmable</li><li>Power-on password function</li><li>Talk around function</li><li>Voting scan</li><li>Nuisance delete function</li><li>Time-out-timer, lock-out penaltyDigital Features:</li><li>IDAS™ conventionalIDAS multi-site and single-site trunking and IDAS multi-site conventionalUp to 500 individual and up to 500 group ID aliases (Each for single-site/multi-site/conventional)</li><li>PTT ID and ANI</li><li>Call alert</li><li>Status</li><li>SDM (Short Data Message)</li><li>Radio check (RX)</li><li>RAN (Radio Access Number)</li><li>Remote monitor (RX)</li><li>Emergency</li><li>Digital voice scrambler</li><li>ATB (All Trunks Busy) ring back</li><li>GPS data (PC and software required to show received position data)<br>COMES WITH</li><li>Hand Microphone (HM-152)</li><li>Mounting bracket kit</li><li>DC Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 2 years</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5220D+-+F6220D+Series/F5220D.jpg'],No,
F5360D - F6360D Series,Analog and IDAS™ 12.5 kHz & 6.25 kHz Digital & Type-C Trunking,"<ul><li>Frequencies:136-174, 400-470MHz</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:512 channels, 128 zones</li><li>Channel Spacing:12.5kHz, 6.25kHz</li><li>LCD Display:Dot matrix, switchable 1 line 12 character or 2 line 24 character</li><li>Programmable Keys:7</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li></ul>","<ul><li>General Features</li><li>Analog, Digital mixed mode</li><li>GPS built-in (requires GPS antenna)</li><li>D-Sub accessory connector</li><li>8 DTMF autodial memories & ANI functions</li><li>Power ON password</li><li>Radio stun/kill</li><li>Surveillance function (temp. turns LEDs off)</li><li>Busy repeater lock out function</li><li>Menu driven user interfaceDigital Features:</li><li>IDAS™ conventionalIDAS Type C trunkingNXDN® Digital Air Interface</li><li>64 Radio Access Numbers (RAN)</li><li>Individual & group selective call</li><li>Strongest site search</li><li>Transparent data</li><li>Over-the-air alias<br>SIGNALING</li><li>CTCSS/DCS encode/decode</li><li>DTMF</li><li>MDC1200</li><li>COMES WITH</li><li>Microphone (HM-148G)</li><li>Mounting bracket</li><li>Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 3 years</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5360D+-+F6360D+Series/F5360D.jpg'],No,
F5400D - F6400D Series,VHF UHF Digital Mobile Transceiver,"<ul><li>Frequencies:136-174, 380-470, 450-512MHz</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:1024 channels w/128 zones</li><li>Channel Spacing:12.5kHz, 6.25kHz</li><li>LCD Display:High-resolution color with icons and characters</li><li>Programmable Keys:7 (D); 5 (DS)</li><li>Mil Spec:C, D, E, F, G</li><li>Weight:3.3lb</li><li>Waterproof Rating:IP55</li><li>Versions:With full display</li><li>With numeric number only</li></ul>","<ul><li>General Features</li><li>Basic LTR® / Conventional / IDAS</li><li>GPS built-in</li><li>Bluetooth™ built-in</li><li>Intuitive user interface</li><li>High-resolution color LCD</li><li>Digital voice recorder – record up to 500 hours with 32GB microSD card</li><li>Safety features: emergency button, lone woker function, and power OFF emergency function</li><li>AquaQuake™</li><li>Audio equalizer*</li><li>D-Sub 25-pin ACC connector</li><li>20W audio amplifier for connecting with external public address systemDigital Features:</li><li>IDAS™ conventionalIDAS single-site and multi-site Type D trunking (optional upgrade)</li><li>IDAS single-site and multi-site Type C trunking (optional upgrade)*</li><li>Voting mode scanning</li><li>NXDN® Digital Air Interface</li><li>AMBE+2™ VOCODER</li><li>Individual & group selective call</li><li>Strongest site searchOver-the-Air Programming (requires software & license)*<br>COMES WITH</li><li>Hand microphone (HM-220)</li><li>Mounting bracket kit</li><li>DC power cable</li><li>Microphone hanger</li><li>Owner’s manual</li><li>Warranty: 3 years</li><li>ANALOG SIGNALING</li><li>2-tone, 5-tone, CTCSS and DTCS built-in</li><li>DTMF autodial and DTMF decode</li><li>MDC1200 compatible</li><li>ENCRYPTION</li><li>AES/DES UT-134</li><li>Over-the-Air Rekeying (requires license)*</li><li>*Future Availability</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F5400D+-+F6400D+Series/F5400D.jpg'],No,
F7510 - F7520 Series,P25 Conventional & Analog Mobiles,"<ul><li>Frequencies:136-174, 380-470, 450-512MHz</li><li>Output Power:50W (VHF); 45W (UHF)</li><li>Channels:1024 w/128 zones</li><li>Display:High resolution color LCD</li><li>Programmable Keys:7</li><li>Mil Spec:C, D, E, F & G</li><li>Waterproof Rating:IP55</li><li>Weight:3.3lb</li></ul>","<ul><li>General Features:</li><li>GPS built-in</li><li>Bluetooth™ built-in</li><li>Intuitive user interface</li><li>Digital voice recorder – record up to 500 hours with 32GB microSD card</li><li>Safety features: emergency key, lone worker function, and power OFF emergency</li><li>Day and night mode display settings</li><li>D-Sub 25-pin ACC connectorP25 Digital Features:</li><li>P25 conventional</li><li>P25 Phase 1 trunking option</li><li>P25 Phase 2 trunking option</li><li>P25 vote scan option</li><li>Analog/digital mixed operation</li><li>Individual, group call</li><li>Unit ID and talkgroup display on receive</li><li>Status call and polling</li><li>Short data message (up to 100 characters)</li><li>Page call</li><li>Phone number list</li><li>Call log<br>COMES WITH</li><li>Hand microphone (HM-220)</li><li>Mounting bracket kit</li><li>DC power cable</li><li>Microphone anger</li><li>Owner’s manual</li><li>Warranty: 3 years</li><li>ENCRYPTION</li><li>AES/DES: UT-134 + license key</li><li>FIPS AES: UT-125 FIPS-2 + license key</li><li>SIGNALING</li><li>2-tone, CTCSS, DTCS tone</li><li>MDC functions</li><li>DTMF autodial</li></ul>",Mobiles,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F7510+-+F7520+Series/F7510.jpg'],No,
F8101,HF Transceiver,"<ul><li>Frequencies:Receive 0.5-29.9999MHz</li><li>Transmit 1.6-29.9999MHz</li><li>Number of Channels:500 channels</li><li>Type of Emission:J3E, A3E, A1A, F1B, J2B</li><li>Output Power:125W</li><li>Mil Spec:MIL 810 C, D, E, F, G</li><li>Dimensions:6.85x2.44x10.2 in (Controller attached)</li><li>Weight:8.6lb (Controller attached type)</li></ul>",<ul><li>ALE (Automatic Link Establishment)</li><li>Selective calling</li><li>Compact and durable</li><li>BITE (Built-in Test Equipment) function</li><li>User friendly operation</li><li>Clear talk function</li><li>Mute functions</li><li>Digital Signal Processor (DSP)</li><li>GPS receiver connection</li><li>Data communications</li><li>USB Port for PC connection<br>COMES WITH</li><li>RF unit with controller head</li><li>Microphone (HM-193)</li><li>Microphone hanger kit</li><li>External speaker (SP-35L)</li><li>DC power cable</li><li>Spare fuses</li><li>Owner’s manual</li><li>Warranty: 2 years</li></ul>,"Data Radio, HF & RoIPSolutions",Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/DataRadio,HF&RoIPSolutions/F8101/F8101.jpg']",No,
F9511 - F9521 Series,P25 Trunking Mobiles,"<ul><li>Frequencies:136-174, 400-470, 450-520MHz</li><li>Output Power:50W or 110W (VHF), 50W (UHF)</li><li>Channels:512 / 128 zones</li><li>Channel Spacing:15/30 (analog), 12.5kHz (digital)</li><li>PLL Channel Spacing:2.5, 3.125kHz</li><li>LCD Display:Dot matrix with backlighting and 2 lines of 12 characters each</li><li>Programmable Keys:5 (S) or 7 (T)</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li><li>Waterproof Rating:IP54 dust-protection and splash proof (controller only)</li><li>Versions:50W without a DTMF keypad</li><li>50W with DTMF keypad</li><li>110W with DTMF keypad</li></ul>","<ul><li>General Features:</li><li>100 individual ID and 250 talkgroup ID memories</li><li>Detachable front panel</li><li>Programmable ACC port for external control, dimmer and horn control</li><li>Dual head capable with 110W version</li><li>Tactical group function</li><li>22W PA function with BTL amplifier</li><li>RX speaker functions</li><li>Scan settings – dual priority, mode dependent, talk back and more</li><li>Built-in audio compander (analog only)</li><li>Radio stun/kill function (P25 digital only)P25 Digital Features:</li><li>P25 digital conventional</li><li>P25 digital trunking option</li><li>DVSI’s AMBE+2™ vocoder</li><li>Digital/analog mixed mode operation</li><li>P25 OTAR optionCompliant Standards:</li><li>TIA/EIA TSB 102. CAAB compliant</li><li>NTIA VHF specification compliant</li><li>FIPS 140-2 (level 1) certified AES encryption<br>COMES WITH</li><li>Microphone (HM-148G)</li><li>Mounting bracket</li><li>Power cable</li><li>Owner’s manual</li><li>Warranty: 3 years</li><li></li><li>F9511T includes the SP-35</li><li>F9511HT includes the OPC-726, but requires an external speaker</li><li>ENCRYPTION</li><li>DES: UT-128</li><li>AES/DES: UT-125</li><li>AES FIPS: UT-125 FIPS</li><li>SIGNALING</li><li>CTCSS/DTCS encorder & decoder (analog only)</li><li>2 Tone endocder & decoder (analog only)</li><li>MDC1200 (analog only)</li><li>DTMF audiodial (analog only)</li></ul>",Mobiles,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F9511+-+F9521+Series/F9511HT.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F9511+-+F9521+Series/F9511S.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F9511+-+F9521+Series/F9511S_base.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Mobiles/F9511+-+F9521+Series/F9511T.jpg']",No,
IAS 120D - 150D Series,High-Power Digital & Analog Repeater,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:100/120/150W at 100% duty cycle</li><li>Channels:32</li><li>Channel Spacing:6.25 (digital) / 12.5kHz</li><li>LCD Display:16-digit dot matrix Display</li><li>Programmable buttons:5</li><li>Scan:Normal & priority</li></ul>","<ul><li>SNMP capable</li><li>Two amps can be mounted side by side—eliminating an additional rack space concerns and also marry up nicely with the dual FR5000 configuration</li><li>Full remote control and monitoring of over 16 sensors and alarms via SNMP v2C</li><li>5 individual internal heat sensors</li><li>4 GPIO for customized usage</li><li>70 Amp power supply with smart charging external battery technology – modular design load capacity and expandable to140 amp load capacity</li><li>15 Amp A/C surge suppression panel with 1750 joules A/C surge suppression – SASD technology</li><li>E2-IP.PA is a 2 RU unit, with an input of 1-3 Watts and an output of 2 - 120 Watts (UHF) or 2 - 150 Watts (VHF) output.</li><li>Operates on DC voltage</li><li></li><li>Third party components noted are subject to change or substitution.<br>SIGNALING</li><li>Digital RAN Code decode</li><li>5-tone & DTMF Encode/Decode (analog)</li><li>CTCSS</li><li>ENC RYPTION</li><li>Simple Inversion: UT-109R 32 Codes (analog)</li><li>Rolling Code: UT-110R 1020 Codes (analog)</li><li>IDAS digital mode, 15-bit encryption key</li><li>provides over 32K codes</li><li>COMES WITH</li><li>FR5000 or FR6000</li><li>VHF or UHF power amplifier</li><li>Power supply (IASPS1070)</li><li>AC surge suppression panel</li><li>Cabinet/rack not included</li><li>Warranty : 2-Year</li></ul>",Icom America Systems,Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/Icom+America+Systems/IAS+120D+-+150D+Series/IAS120D.jpg','https://icom-radio-images.s3.us-east-2.amazonaws.com/Icom+America+Systems/IAS+120D+-+150D+Series/IAS150D.jpeg']",No,
VE-PG3,RoIP Gateway,"<ul><li>Power Supply:12V DC +/- 10%, max 1.1A</li><li>Weight:1.76lb</li><li></li><li>Interface</li><li>LAN/WAN:RJ-45 connectors x 2</li><li>Ethernet Speed:10BASE-T/100BASE-TX</li><li>Telephone Set:RJ-11 connector x 1</li><li>Telephone Line:RJ-11 connector x 2</li><li>Repeater/Radio:Quick connector x 4</li><li>I/O or external equipment:Quick connector x 2</li><li>USB:Standard A x 2</li></ul>","<ul><li>Converter Mode</li><li>Interconnect between IP phone, analog phone and radio networks</li><li>Phone calls can be initiated by radio usersBridge Mode:</li><li>Site-to-site radio communication over an IP network</li><li>Site-to-multisite radio communication</li><li>Cross band, cross category connection</li><li>Common Features:</li><li>Optional RC-FS10 software for virtual PC dispatch station</li><li>Public address, siren, warning light and external equipment connections (IDAS only)<br>WARRANTY</li><li>1-Year</li><li>Comes With</li><li>AC adapter</li></ul>","Data Radio, HF & RoIPSolutions",Yes,"['https://icom-radio-images.s3.us-east-2.amazonaws.com/DataRadio,HF&RoIPSolutions/VE-PG3/VE-PG3.jpg']",No,
X-BAND REPEATER,Cross Band VHF & UHF,"<ul><li>Frequencies:136-174, 400-470MHz or AV frequencies</li><li>Output Power:50W (VHF), 45W (UHF)</li><li>Channels:128 channels, 8 zones</li><li>Channel Spacing:12.5kHz</li><li>PLL Channel Spacing:2.5, 3.125kHz</li><li>Display:LCD with 8 character alphanumeric</li></ul>","<ul><li>Full UHF & VHF analog interoperability</li><li>Configured to auto switch from AC to DC</li><li>Local controlled operation, can be used as a dual base unit</li><li>Programmable actions when a matched tone is received:</li><li>- Bell icon indication ON / OFF / Blink</li><li>- Answer back calls</li><li>- Beep sounds</li><li>- Scan Start / Stop</li><li>- Auto transmission</li><li>- Stun / Kill functions (prevents use of a lost or stolen)</li><li>10 scanning lists and Normal / Priority scan</li><li>Power ON password<br>SIGNALING</li><li>CTCSS/DTCS decode</li><li>2/5 Tone</li><li>MDC1200<br>WARRANTY</li><li>Radios: 2 years</li><li>Parts: 1 year</li></ul>",Icom America Systems,Yes,['https://icom-radio-images.s3.us-east-2.amazonaws.com/IcomAmericaSystems/X-BAND+REPEATER/X-BAND_REPEATER.jpg'],No,
F1721 - F2721 - F2821 Series,"High End Analog, P25 Conventional Mobiles","<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W (VHF); 45W (UHF)</li><li>Channels:256 with 32 zones</li><li>Channel Spacing:12.5 / 25kHz</li><li>LCD Display:Dot matrix, switchable 1 line 12 characters or 2 lines 24 characters</li><li>Programmable Keys:5 (simple version) or 7 (10-key version)</li><li>Mil Spec:810 C, D, E</li><li>Scan:Normal, priority & dual priority</li><li>Versions:Analog only (upgradeable to P25)</li><li>P25 ready (D versions)</li></ul>",<ul><li>General Features</li><li>Detachable front panel</li><li>Radio stun / kill</li><li>Tactical group function</li><li>Built-in audio compander (analog only)</li><li>22W PA built-in</li><li>Power-on password functionDigital P25 Features</li><li>Interoperability with other manufacturer’s P25 digital radios in conventional mode</li><li>Compatible w/ both analog FM & P25 digital modeSIGNALING</li><li>MDC1200</li><li>CTCSS/DCS encode/decode</li><li>DTMF decode</li><li>2/5 tone encode/decode</li><li>Enhanced MDC (optional on analog)</li><li>ANI with 2/5 tone & DTMF<br>COMES WITH</li><li>Hand mic (HM-148G)</li><li>External speaker (SP-22) for F2821</li><li>Mounting bracket kit</li><li>DC Power cable (OPC-1132)</li><li>Owner’s manual</li><li>Warranty: 2-Year</li><li>3-Year (“D” series)</li><li>ENCRYPTION</li><li>Simple Inversion: UT-109 02 32 Codes</li><li>Rolling Code: UT-110 02 1020 Codes</li></ul>,Mobiles,No,,No,
FR5000 - FR6000 Series,IDAS Digital & Analog Repeater,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W at 50% duty cycle</li><li>25W at 100% duty cycle</li><li>Channels:32</li><li>Channel Spacing:6.25 (digital) / 12.5kHz</li><li>LCD Display:16-digit dot matrix</li><li>Programmable buttons:5</li><li>Mil Spec:810 C, D, E, F</li><li>Scan:Normal & priority</li><li>Size:19-inch rack mount, 2U height</li><li>Weight:12.3 lb (approx)</li><li>Versions:FR repeater</li><li>UR repeater module</li><li>FR/UR kit (FR + UR)</li><li>Two channel kits</li></ul>","<ul><li>General Features</li><li>CW ID included</li><li>Automatic battery backup</li><li>DB-25 accessory connector</li><li>Built-In community tone panel</li><li>Internal space for duplexer & pre-selector</li><li>Master/Slave backup operation</li><li>Password Kill/Stun security function</li><li>Temperature alert</li><li>Fits 2 RF modules in 2 unit</li><li>PTT priority setting</li><li>Low voltage alert (analog)Digital Features:</li><li>IDAS Trunking-single or multisite (UC-FR5000 & CFFR5000)</li><li>Receives analog and digital signals on a single channel</li><li>NXDN® Digital Air Interface</li><li>Strongest site search</li><li>Firmware upgrade over IP</li><li>Configuration over IP<br>SIGNALING</li><li>Digital RAN Code decode</li><li>5-tone & DTMF Encode/Decode (analog)</li><li>CTCSS, DTCS tone</li><li>ENCRYPTION</li><li>Simple Inversion: UT-109R 32 Codes (analog)</li><li>Rolling Code: UT-110R 1020 Codes (analog)</li><li>IDAS digital mode, 15-bit encryption key provides over</li><li>32K codes<br>WARRANTY</li><li>2-Year</li><li>Internal and external duplexers and pre-selectors available for the FR5000/FR6000</li><li>External duplexers available for the FR/UR kits and Two channel kits</li></ul>",Icom America Systems,No,,No,
FR5200H - FR6200H Series,IDAS Digital & Analog 50W 100% Duty Cycle Repeater,"<ul><li>Frequencies:136-174, 400-470, 450-512MHz</li><li>Output Power:50W at 100% duty cycle</li><li>Channels:32</li><li>Channel Spacing:6.25 (digital) / 12.5kHz</li><li>LCD Display:12-digit dot matrix</li><li>Programmable buttons:5</li><li>Mil Spec:810 C, D, E, F, G</li><li>Scan:Normal & priority</li><li>Size:19-inch rack mount, 2U height</li><li>Weight:22 lb (approx)</li></ul>","<ul><li>General Features</li><li>IDAS, analog FM and mixed mode</li><li>CW ID included</li><li>D-SUB 25-pin accessory connector</li><li>Built-in inversion voice scrambler (Analog mode)</li><li>Built-in audio compander (Analog mode)</li><li>PTT priority setting (Local Mic., external PTT or repeater operation)</li><li>Convenient key assign stickers supplied</li><li>Beat cancel capability</li><li>Low voltage alert (Analog mode)Digital Features:</li><li>IDAS Trunking-single or multisite (UC-FR5000 & CFFR5000)</li><li>Receives analog and digital signals on a single channel</li><li>NXDN® Digital Air Interface</li><li>Strongest site search</li><li>Firmware upgrade over IP</li><li>Configuration over IP</li><li>±0.5ppm high frequency stability<br>""SIGNALING</li><li>Digital RAN Code decode</li><li>5-tone & DTMF Encode/Decode (analog)</li><li>CTCSS, DTCS tone</li><li>ENCRYPTION</li><li>IDAS digital mode, 15-bit encryption key provides over</li><li>32K codes</li><li>WARRANTY</li><li>2-Year""<br></li></ul>",Icom America Systems,No,,No,
FR9010 - FR9020 Series,110W Full Duty Cycle P25 Digital Repeater,"<ul><li>Frequencies:146-174, 440-475MHz</li><li>Output Power:110W VHF</li><li>100W UHF</li><li>Channels:500 channels</li><li>Channel Spacing:12.5kHz</li><li>Display:5 color LEDs</li><li>Mil Spec:810 G</li><li>Size:18.98x3.46x16.26 in</li><li>Weight:11.0 kg; 24.3 lb (approx)</li></ul>","<ul><li>P25 conventional, analog FM and mixed mode</li><li>500 memory channels capacity</li><li>P25 conventional base mode:</li><li>Emergency</li><li>Call alert</li><li>Radio check</li><li>Radio inhibit (Stun)</li><li>Radio uninhibit (Revive)</li><li>Status update</li><li>Status request</li><li>SBC log (Call log)</li><li>OTAR (Over-the-Air-Rekeying)</li><li>Individual, group and all callsD-SUB 25-pin accessory connector</li><li>Programmable CTCSS, DTCS and NAC</li><li>CW ID transmission</li><li>High reliability, rugged construction</li><li>±1.5ppm frequency stability (Digital mode)</li><li>Low standby current (280mA)</li><li>P25 self-test mode and key test mode</li><li>Automatic error detection</li><li>5 color LEDs</li><li>2U low profile for rack mount<br>Comes With</li><li>DC power cable connector</li><li>2-Year warranty</li></ul>",Icom America Systems,No,,No,
RF Technologies - Eclipse2 Series,Software-Defined P25 Repeater / Analog Base Station,"<ul><li>Frequencies:136-174MHz (VHF), 450-520MHz (UHF)</li><li>Output Power Adjustable:0.5-5W</li><li>Channels:256</li><li>Weight:1.45Kg (Receiver & Exciter); 3.55Kg (Pwr Amp); 4.65Kg (PA 501); 2.6Kg (SMPS-12); 8.0Kg (PS-12); 4.55Kg (Mounting rack)</li></ul>","<ul><li>Auto sensing repeater (P25 / Analog) 100% duty cycle operation</li><li>Remote diagnostics via ethernet: alarm monitor & report</li><li>Battery backup – charging & auto switch over capable</li><li>Built-in 35 amp power supply: 240-120V AC operation</li><li>IP commander – ethernet programming with rollback feature</li><li>Modular design – space saving 4RU</li><li>Full duplex analog repeater base station</li><li>Firmware upgradeable to P25 via ethernet</li><li>IP firmware & software updating capable</li><li>SIGNALING</li><li>DTMF Encoded / Decode</li><li>Built-In 2-Tone, 5-Tone<br>COMES WITH</li><li>Owner’s manual</li><li>Warranty: 1 year</li></ul>",Icom America Systems,No,,No,
*Discontinued Radios have been omitted from this list,,,,,,,,